00AR               20191119                                                                                   
0601ARC7N       20200101001355100000005000 0700015020001107   
0601ARC7N       20200101001360100000005000 0700015130001110   
0601ARC7N       20200101001365100000005000 0700015240001115   
0601ARC7N       20200101001370100000005000 0700015360001119   
0601ARC7N       20200101001375100000005000 0700015470001123   
0601ARC7N       20200101001380100000005000 0700015580001127   
0601ARC7N       20200101001385100000005000 0700015700001132   
0601ARC7N       20200101001390100000005000 0700015810001135   
0601ARC7N       20200101001395100000005000 0700015920001139   
0601ARC7N       20200101001400100000005000 0700016040001144   
0601ARC7N       20200101001405100000005000 0700016150001147   
0601ARC7N       20200101001410100000005000 0700016260001151   
0601ARC7N       20200101001415100000005000 0700016380001156   
0601ARC7N       20200101001420100000005000 0700016490001159   
0601ARC7N       20200101001425100000005000 0700016600001163   
0601ARC7N       20200101001430100000005000 0700016720001167   
0601ARC7N       20200101001435100000005000 0700016830001171   
0601ARC7N       20200101001440100000005000 0700016940001174   
0601ARC7N       20200101001445100000005000 0700017050001178   
0601ARC7N       20200101001450100000005000 0700017180001182   
0601ARC7N       20200101001455100000005000 0700017290001186   
0601ARC7N       20200101001460100000005000 0700017400001190   
0601ARC7N       20200101001465100000005000 0700017530001194   
0601ARC7N       20200101001470100000005000 0700017640001198   
0601ARC7N       20200101001475100000005000 0700017760001202   
0601ARC7N       20200101001480100000005000 0700017880001206   
0601ARC7N       20200101001485100000005000 0700018000001210   
0601ARC7N       20200101001490100000005000 0700018110001214   
0601ARC7N       20200101001495100000005000 0700018240001218   
0601ARC7N       20200101001500100000005000 0700018350001221   
0601ARC7N       20200101001505100000005000 0700018470001225   
0601ARC7N       20200101001510100000005000 0700018590001229   
0601ARC7N       20200101001515100000005000 0700018710001233   
0601ARC7N       20200101001520100000005000 0700018830001237   
0601ARC7N       20200101001525100000005000 0700018960001241   
0601ARC7N       20200101001530100000005000 0700019080001245   
0601ARC7N       20200101001535100000005000 0700019200001248   
0601ARC7N       20200101001540100000005000 0700019320001253   
0601ARC7N       20200101001545100000005000 0700019440001256   
0601ARC7N       20200101001550100000005000 0700019560001260   
0601ARC7N       20200101001555100000005000 0700019690001264   
0601ARC7N       20200101001560100000005000 0700019810001268   
0601ARC7N       20200101001565100000005000 0700019930001271   
0601ARC7N       20200101001570100000005000 0700020060001276   
0601ARC7N       20200101001575100000005000 0700020190001280   
0601ARC7N       20200101001580100000005000 0700020310001283   
0601ARC7N       20200101001585100000005000 0700020440001288   
0601ARC7N       20200101001590100000005000 0700020570001292   
0601ARC7N       20200101001595100000005000 0700020690001295   
0601ARC7N       20200101001600100000005000 0700020830001300   
0601ARC7N       20200101001605100000005000 0700020950001304   
0601ARC7N       20200101001610100000005000 0700021080001307   
0601ARC7N       20200101001615100000005000 0700021210001311   
0601ARC7N       20200101001620100000005000 0700021350001316   
0601ARC7N       20200101001625100000005000 0700021480001320   
0601ARC7N       20200101001630100000005000 0700021610001324   
0601ARC7N       20200101001635100000005000 0700021760001329   
0601ARC7N       20200101001640100000005000 0700021890001333   
0601ARC7N       20200101001645100000005000 0700022020001337   
0601ARC7N       20200101001650100000005000 0700022170001342   
0601ARC7N       20200101001655100000005000 0700022300001346   
0601ARC7N       20200101001660100000005000 0700022440001350   
0601ARC7N       20200101001665100000005000 0700022580001354   
0601ARC7N       20200101001670100000005000 0700022720001359   
0601ARC7N       20200101001675100000005000 0700022860001363   
0601ARC7N       20200101001680100000005000 0700023000001367   
0601ARC7N       20200101001685100000005000 0700023140001371   
0601ARC7N       20200101001690100000005000 0700023280001375   
0601ARC7N       20200101001695100000005000 0700023430001380   
0601ARC7N       20200101001700100000005000 0700023570001384   
0601ARC7N       20200101001705100000005000 0700023700001388   
0601ARC7N       20200101001710100000005000 0700023850001393   
0601ARC7N       20200101001715100000005000 0700023990001397   
0601ARC7N       20200101001720100000005000 0700024130001401   
0601ARC7N       20200101001725100000005000 0700024280001406   
0601ARC7N       20200101001730100000005000 0700024420001410   
0601ARC7N       20200101001735100000005000 0700024560001413   
0601ARC7N       20200101001740100000005000 0700024710001418   
0601ARC7N       20200101001745100000005000 0700024850001422   
0601ARC7N       20200101001750100000005000 0700024990001426   
0601ARC7N       20200101001755100000005000 0700025140001430   
0601ARC7N       20200101001760100000005000 0700025280001434   
0601ARC7N       20200101001765100000005000 0700025410001438   
0601ARC7N       20200101001770100000005000 0700025570001442   
0601ARC7N       20200101001775100000005000 0700025710001446   
0601ARC7N       20200101001780100000005000 0700025840001450   
0601ARC7N       20200101001785100000005000 0700025980001454   
0601ARC7N       20200101001790100000005000 0700026140001458   
0601ARC7N       20200101001795100000005000 0700026270001462   
0601ARC7N       20200101001800100000005000 0700026410001465   
0601ARC7N       20200101001805100000005000 0700026570001470   
0601ARC7N       20200101001810100000005000 0700026700001473   
0601ARC7N       20200101001815100000005000 0700026840001477   
0601ARC7N       20200101001820100000005000 0700027000001481   
0601ARC7N       20200101001825100000005000 0700027130001485   
0601ARC7N       20200101001830100000005000 0700027270001488   
0601ARC7N       20200101001835100000005000 0700027430001493   
0601ARC7N       20200101001840100000005000 0700027560001496   
0601ARC7N       20200101001845100000005000 0700027700001499   
0601ARC7N       20200101001850100000005000 0700027860001504   
0601ARC7N       20200101001855100000005000 0700027990001507   
0601ARC7N       20200101001860100000005000 0700028130001511   
0601ARC7N       20200101001865100000005000 0700028290001515   
0601ARC7N       20200101001870100000005000 0700028430001518   
0601ARC7N       20200101001875100000005000 0700028570001521   
0601ARC7N       20200101001880100000005000 0700028720001526   
0601ARC7N       20200101001885100000005000 0700028860001529   
0601ARC7N       20200101001890100000005000 0700029000001532   
0601ARC7N       20200101001895100000005000 0700029150001536   
0601ARC7N       20200101001900100000005000 0700029290001540   
0601ARC7N       20200101001905100000005000 0700029430001543   
0601ARC7N       20200101001910100000005000 0700029580001547   
0601ARC7N       20200101001915100000005000 0700029720001550   
0601ARC7N       20200101001920100000005000 0700029860001553   
0601ARC7N       20200101001925100000005000 0700030020001557   
0601ARC7N       20200101001930100000005000 0700030150001560   
0601ARC7N       20200101001935100000005000 0700030290001563   
0601ARC7N       20200101001940100000005000 0700030450001568   
0601ARC7N       20200101001945100000005000 0700030590001571   
0601ARC7N       20200101001950100000005000 0700030720001574   
0601ARC7N       20200101001955100000005000 0700030870001577   
0601ARC7N       20200101001960100000005000 0700031020001581   
0601ARC7N       20200101001965100000005000 0700031160001584   
0601ARC7N       20200101001970100000005000 0700031300001587   
0601ARC7N       20200101001975100000005000 0700031450001591   
0601ARC7N       20200101001980100000005000 0700031590001593   
0601ARC7N       20200101001985100000005000 0700031740001597   
0601ARC7N       20200101001990100000005000 0700031890001600   
0601ARC7N       20200101001995100000005000 0700032020001603   
0601ARC7N       20200101002000100000005000 0700032170001606   
0601ARC7N       20200101002005100000005000 0700032320001610   
0601ARC7N       20200101002010100000005000 0700032460001613   
0601ARC7N       20200101002015100000005000 0700032600001616   
0601ARC7N       20200101002020100000005000 0700032750001620   
0601ARC7N       20200101002025100000005000 0700032890001622   
0601ARC7N       20200101002030100000005000 0700033040001625   
0601ARC7N       20200101002035100000005000 0700033190001629   
0601ARC7N       20200101002040100000005000 0700033330001632   
0601ARC7N       20200101002045100000005000 0700033470001635   
0601ARC7N       20200101002050100000005000 0700033620001638   
0601ARC7N       20200101002055100000005000 0700033760001641   
0601ARC7N       20200101002060100000005000 0700033910001644   
0601ARC7N       20200101002065100000005000 0700034060001647   
0601ARC7N       20200101002070100000005000 0700034200001650   
0601ARC7N       20200101002075100000005000 0700034340001653   
0601ARC7N       20200101002080100000005000 0700034490001656   
0601ARC7N       20200101002085100000005000 0700034630001659   
0601ARC7N       20200101002090100000005000 0700034770001662   
0601ARC7N       20200101002095100000005000 0700034930001665   
0601ARC7N       20200101002100100000005000 0700035070001668   
0601ARC7N       20200101002105100000005000 0700035210001671   
0601ARC7N       20200101002110100000005000 0700035360001674   
0601ARC7N       20200101002115100000005000 0700035500001677   
0601ARC7N       20200101002120100000005000 0700035640001679   
0601ARC7N       20200101002125100000005000 0700035790001682   
0601ARC7N       20200101002130100000005000 0700035940001685   
0601ARC7N       20200101002135100000005000 0700036080001688   
0601ARC7N       20200101002140100000005000 0700036220001691   
0601ARC7N       20200101002145100000005000 0700036370001694   
0601ARC7N       20200101002150100000005000 0700036520001696   
0601ARC7N       20200101002155100000005000 0700036660001699   
0601ARC7N       20200101002160100000005000 0700036810001702   
0601ARC7N       20200101002165100000005000 0700036950001705   
0601ARC7N       20200101002170100000005000 0700037090001707   
0601ARC7N       20200101002175100000005000 0700037250001710   
0601ARC7N       20200101002180100000005000 0700037390001713   
0601ARC7N       20200101002185100000005000 0700037530001716   
