00VD               20191128                                                                                   
0601VDC0Y       20200101002700100000050000 0000000000002806   
0601VDC0Y       20200101002750100000050000 0000000000002825   
0601VDC0Y       20200101002800100000050000 0000000000002843   
0601VDC0Y       20200101002850100000050000 0000000000002861   
0601VDC0Y       20200101002900100000050000 0000000000002879   
0601VDC0Y       20200101002950100000050000 0000000000002895   
0601VDC0Y       20200101003000100000050000 0000000000002912   
0601VDC0Y       20200101003050100000050000 0000000000002928   
0601VDC0Y       20200101003100100000050000 0000000000002943   
0601VDC0Y       20200101003150100000050000 0000000000002959   
0601VDC0Y       20200101003200100000050000 0000000000002973   
0601VDC0Y       20200101003250100000050000 0000000000002989   
0601VDC0Y       20200101003300100000050000 0000000000003004   
0601VDC0Y       20200101003350100000050000 0000000000003019   
0601VDC0Y       20200101003400100000050000 0000000000003033   
0601VDC0Y       20200101003450100000050000 0000000000003047   
0601VDC0Y       20200101003500100000050000 0000000000003061   
0601VDC0Y       20200101003550100000050000 0000000000003075   
0601VDC0Y       20200101003600100000050000 0000000000003087   
0601VDC0Y       20200101003650100000050000 0000000000003100   
0601VDC0Y       20200101003700100000050000 0000000000003112   
0601VDC0Y       20200101003750100000050000 0000000000003125   
0601VDC0Y       20200101003800100000050000 0000000000003138   
0601VDC0Y       20200101003850100000050000 0000000000003151   
0601VDC0Y       20200101003900100000050000 0000000000003163   
0601VDC0Y       20200101003950100000050000 0000000000003175   
0601VDC0Y       20200101004000100000050000 0000000000003187   
0601VDC0Y       20200101004050100000050000 0000000000003198   
0601VDC0Y       20200101004100100000050000 0000000000003210   
0601VDC0Y       20200101004150100000050000 0000000000003221   
0601VDC0Y       20200101004200100000050000 0000000000003231   
0601VDC0Y       20200101004250100000050000 0000000000003243   
0601VDC0Y       20200101004300100000050000 0000000000003253   
0601VDC0Y       20200101004350100000050000 0000000000003264   
0601VDC0Y       20200101004400100000050000 0000000000003275   
0601VDC0Y       20200101004450100000050000 0000000000003286   
0601VDC0Y       20200101004500100000050000 0000000000003296   
0601VDC0Y       20200101004550100000050000 0000000000003306   
0601VDC0Y       20200101004600100000050000 0000000000003317   
0601VDC0Y       20200101004650100000050000 0000000000003327   
0601VDC0Y       20200101004700100000050000 0000000000003336   
0601VDC0Y       20200101004750100000050000 0000000000003346   
0601VDC0Y       20200101004800100000050000 0000000000003355   
0601VDC0Y       20200101004850100000050000 0000000000003365   
0601VDC0Y       20200101004900100000050000 0000000000003373   
0601VDC0Y       20200101004950100000050000 0000000000003383   
0601VDC0Y       20200101005000100000050000 0000000000003391   
0601VDC0Y       20200101005050100000050000 0000000000003399   
0601VDC0Y       20200101005100100000050000 0000000000003408   
0601VDC0Y       20200101005150100000050000 0000000000003416   
0601VDC0Y       20200101005200100000050000 0000000000003424   
0601VDC0Y       20200101005250100000050000 0000000000003432   
0601VDC0Y       20200101005300100000050000 0000000000003440   
0601VDC0Y       20200101005350100000050000 0000000000003448   
0601VDC0Y       20200101005400100000050000 0000000000003456   
0601VDC0Y       20200101005450100000050000 0000000000003462   
0601VDC0Y       20200101005500100000050000 0000000000003470   
0601VDC0Y       20200101005550100000050000 0000000000003476   
0601VDC0Y       20200101005600100000050000 0000000000003484   
0601VDC0Y       20200101005650100000050000 0000000000003491   
0601VDC0Y       20200101005700100000050000 0000000000003498   
0601VDC0Y       20200101005750100000050000 0000000000003505   
0601VDC0Y       20200101005800100000050000 0000000000003511   
0601VDC0Y       20200101005850100000050000 0000000000003517   
0601VDC0Y       20200101005900100000050000 0000000000003524   
0601VDC0Y       20200101005950100000050000 0000000000003530   
0601VDC0Y       20200101006000100000050000 0000000000003536   
0601VDC0Y       20200101006050100000050000 0000000000003543   
0601VDC0Y       20200101006100100000050000 0000000000003549   
0601VDC0Y       20200101006150100000050000 0000000000003554   
0601VDC0Y       20200101006200100000050000 0000000000003560   
0601VDC0Y       20200101006250100000050000 0000000000003565   
0601VDC0Y       20200101006300100000050000 0000000000003572   
0601VDC0Y       20200101006350100000050000 0000000000003576   
0601VDC0Y       20200101006400100000050000 0000000000003583   
0601VDC0Y       20200101006450100000050000 0000000000003588   
0601VDC0Y       20200101006500100000050000 0000000000003593   
0601VDC0Y       20200101006550100000050000 0000000000003598   
0601VDC0Y       20200101006600100000050000 0000000000003604   
0601VDC0Y       20200101006650100000050000 0000000000003609   
0601VDC0Y       20200101006700100000050000 0000000000003614   
0601VDC0Y       20200101006750100000050000 0000000000003619   
0601VDC0Y       20200101006800100000050000 0000000000003623   
0601VDC0Y       20200101006850100000050000 0000000000003628   
0601VDC0Y       20200101006900100000050000 0000000000003634   
0601VDC0Y       20200101006950100000050000 0000000000003638   
0601VDC0Y       20200101007000100000050000 0000000000003642   
0601VDC0Y       20200101007050100000050000 0000000000003647   
0601VDC0Y       20200101007100100000050000 0000000000003652   
0601VDC0Y       20200101007150100000050000 0000000000003656   
0601VDC0Y       20200101007200100000050000 0000000000003660   
0601VDC0Y       20200101007250100000050000 0000000000003665   
0601VDC0Y       20200101007300100000050000 0000000000003669   
0601VDC0Y       20200101007350100000050000 0000000000003673   
0601VDC0Y       20200101007400100000050000 0000000000003677   
0601VDC0Y       20200101007450100000050000 0000000000003682   
0601VDC0Y       20200101007500100000050000 0000000000003686   
0601VDC0Y       20200101007550100000050000 0000000000003690   
0601VDC0Y       20200101007600100000050000 0000000000003693   
0601VDC0Y       20200101007650100000050000 0000000000003697   
0601VDC0Y       20200101007700100000050000 0000000000003701   
0601VDC0Y       20200101007750100000050000 0000000000003705   
0601VDC0Y       20200101007800100000050000 0000000000003709   
0601VDC0Y       20200101007850100000050000 0000000000003713   
0601VDC0Y       20200101007900100000050000 0000000000003716   
0601VDC0Y       20200101007950100000050000 0000000000003720   
0601VDC0Y       20200101008000100000050000 0000000000003724   
0601VDC0Y       20200101008050100000050000 0000000000003727   
0601VDC0Y       20200101008100100000050000 0000000000003730   
0601VDC0Y       20200101008150100000050000 0000000000003734   
0601VDC0Y       20200101008200100000050000 0000000000003737   
0601VDC0Y       20200101008250100000050000 0000000000003740   
0601VDC0Y       20200101008300100000050000 0000000000003743   
0601VDC0Y       20200101008350100000050000 0000000000003745   
0601VDC0Y       20200101008400100000050000 0000000000003747   
0601VDC0Y       20200101008450100000050000 0000000000003750   
0601VDC0Y       20200101008500100000050000 0000000000003752   
0601VDC0Y       20200101008550100000050000 0000000000003754   
0601VDC0Y       20200101008600100000050000 0000000000003757   
0601VDC0Y       20200101008650100000050000 0000000000003760   
0601VDC0Y       20200101008700100000050000 0000000000003762   
0601VDC0Y       20200101008750100000050000 0000000000003764   
0601VDC0Y       20200101008800100000050000 0000000000003767   
0601VDC0Y       20200101008850100000050000 0000000000003769   
0601VDC0Y       20200101008900100000050000 0000000000003771   
0601VDC0Y       20200101008950100000050000 0000000000003773   
0601VDC0Y       20200101009000100000050000 0000000000003775   
0601VDC0Y       20200101009050100000050000 0000000000003778   
0601VDC0Y       20200101009100100000050000 0000000000003780   
0601VDC0Y       20200101009150100000050000 0000000000003782   
0601VDC0Y       20200101009200100000050000 0000000000003784   
0601VDC0Y       20200101009250100000050000 0000000000003786   
0601VDC0Y       20200101009300100000050000 0000000000003788   
0601VDC0Y       20200101009350100000050000 0000000000003790   
0601VDC0Y       20200101009400100000050000 0000000000003792   
0601VDC0Y       20200101009450100000050000 0000000000003794   
0601VDC0Y       20200101009500100000050000 0000000000003797   
0601VDC0Y       20200101009550100000050000 0000000000003799   
0601VDC0Y       20200101009600100000050000 0000000000003801   
0601VDC0Y       20200101009650100000050000 0000000000003802   
0601VDC0Y       20200101009700100000050000 0000000000003804   
0601VDC0Y       20200101009750100000050000 0000000000003806   
0601VDC0Y       20200101009800100000050000 0000000000003808   
0601VDC0Y       20200101009850100000050000 0000000000003809   
0601VDC0Y       20200101009900100000050000 0000000000003811   
0601VDC0Y       20200101009950100000050000 0000000000003813   
0601VDC0Y       20200101010000100040000000 0000000000003815   
0601VDC1Y       20200101000000100000210000 0100000000000000   
0601VDC1Y       20200101000210100000005000 0100000000000009   
0601VDC1Y       20200101000215100000005000 0100000000000016   
0601VDC1Y       20200101000220100000005000 0100000000000029   
0601VDC1Y       20200101000225100000005000 0100000000000040   
0601VDC1Y       20200101000230100000005000 0100000000000058   
0601VDC1Y       20200101000235100000005000 0100000000000074   
0601VDC1Y       20200101000240100000005000 0100000000000094   
0601VDC1Y       20200101000245100000005000 0100000000000115   
0601VDC1Y       20200101000250100000005000 0100000000000135   
0601VDC1Y       20200101000255100000005000 0100000000000158   
0601VDC1Y       20200101000260100000005000 0100000000000176   
0601VDC1Y       20200101000265100000005000 0100000000000199   
0601VDC1Y       20200101000270100000005000 0100000000000224   
0601VDC1Y       20200101000275100000005000 0100000000000247   
0601VDC1Y       20200101000280100000005000 0100000000000270   
0601VDC1Y       20200101000285100000005000 0100000000000289   
0601VDC1Y       20200101000290100000005000 0100000000000314   
0601VDC1Y       20200101000295100000005000 0100000000000340   
0601VDC1Y       20200101000300100000005000 0100000000000364   
0601VDC1Y       20200101000305100000005000 0100000000000389   
0601VDC1Y       20200101000310100000005000 0100000000000413   
0601VDC1Y       20200101000315100000005000 0100000000000436   
0601VDC1Y       20200101000320100000005000 0100000000000463   
0601VDC1Y       20200101000325100000005000 0100000000000489   
0601VDC1Y       20200101000330100000005000 0100000000000514   
0601VDC1Y       20200101000335100000005000 0100000000000538   
0601VDC1Y       20200101000340100000005000 0100000000000557   
0601VDC1Y       20200101000345100000005000 0100000000000584   
0601VDC1Y       20200101000350100000005000 0100000000000603   
0601VDC1Y       20200101000355100000005000 0100000000000624   
0601VDC1Y       20200101000360100000005000 0100000000000645   
0601VDC1Y       20200101000365100000005000 0100000000000662   
0601VDC1Y       20200101000370100000005000 0100000000000686   
