00LU               20181210                                                                                   
0601LUC1N       20190101003130100000005000 0100070480002250   
0601LUC1N       20190101003135100000005000 0100070640002251   
0601LUC1N       20190101003140100000005000 0100070780002252   
0601LUC1N       20190101003145100000005000 0100070910002253   
0601LUC1N       20190101003150100000005000 0100071080002255   
0601LUC1N       20190101003155100000005000 0100071210002255   
0601LUC1N       20190101003160100000005000 0100071350002256   
0601LUC1N       20190101003165100000005000 0100071510002258   
0601LUC1N       20190101003170100000005000 0100071650002258   
0601LUC1N       20190101003175100000005000 0100071790002259   
0601LUC1N       20190101003180100000005000 0100071950002261   
0601LUC1N       20190101003185100000005000 0100072090002262   
0601LUC1N       20190101003190100000005000 0100072230002262   
0601LUC1N       20190101003195100000005000 0100072390002264   
0601LUC1N       20190101003200100000005000 0100072530002265   
0601LUC1N       20190101003205100000005000 0100072660002265   
0601LUC1N       20190101003210100000005000 0100072830002267   
0601LUC1N       20190101003215100000005000 0100072960002268   
0601LUC1N       20190101003220100000005000 0100073100002268   
0601LUC1N       20190101003225100000005000 0100073260002270   
0601LUC1N       20190101003230100000005000 0100073400002271   
0601LUC1N       20190101003235100000005000 0100073540002272   
0601LUC1N       20190101003240100000005000 0100073700002273   
0601LUC1N       20190101003245100000005000 0100073840002274   
0601LUC1N       20190101003250100000005000 0100073980002275   
0601LUC1N       20190101003255100000005000 0100074140002276   
0601LUC1N       20190101003260100000005000 0100074280002277   
0601LUC1N       20190101003265100000005000 0100074410002277   
0601LUC1N       20190101003270100000005000 0100074580002279   
0601LUC1N       20190101003275100000005000 0100074710002279   
0601LUC1N       20190101003280100000005000 0100074850002280   
0601LUC1N       20190101003285100000005000 0100075020002282   
0601LUC1N       20190101003290100000005000 0100075150002282   
0601LUC1N       20190101003295100000005000 0100075290002283   
0601LUC1N       20190101003300100000005000 0100075450002285   
0601LUC1N       20190101003305100000005000 0100075590002285   
0601LUC1N       20190101003310100000005000 0100075730002286   
0601LUC1N       20190101003315100000005000 0100075890002288   
0601LUC1N       20190101003320100000005000 0100076030002288   
0601LUC1N       20190101003325100000005000 0100076170002289   
0601LUC1N       20190101003330100000005000 0100076330002290   
0601LUC1N       20190101003335100000005000 0100076470002291   
0601LUC1N       20190101003340100000005000 0100076600002292   
0601LUC1N       20190101003345100000005000 0100076770002293   
0601LUC1N       20190101003350100000005000 0100076900002294   
0601LUC1N       20190101003355100000005000 0100077040002295   
0601LUC1N       20190101003360100000005000 0100077210002296   
0601LUC1N       20190101003365100000005000 0100077340002297   
0601LUC1N       20190101003370100000005000 0100077480002297   
0601LUC1N       20190101003375100000005000 0100077640002299   
0601LUC1N       20190101003380100000005000 0100077780002299   
0601LUC1N       20190101003385100000005000 0100077920002300   
0601LUC1N       20190101003390100000005000 0100078080002302   
0601LUC1N       20190101003395100000005000 0100078220002302   
0601LUC1N       20190101003400100000005000 0100078360002303   
0601LUC1N       20190101003405100000005000 0100078520002304   
0601LUC1N       20190101003410100000005000 0100078660002305   
0601LUC1N       20190101003415100000005000 0100078800002306   
0601LUC1N       20190101003420100000005000 0100078960002307   
0601LUC1N       20190101003425100000005000 0100079100002308   
0601LUC1N       20190101003430100000005000 0100079230002308   
0601LUC1N       20190101003435100000005000 0100079400002310   
0601LUC1N       20190101003440100000005000 0100079530002310   
0601LUC1N       20190101003445100000005000 0100079670002311   
0601LUC1N       20190101003450100000005000 0100079840002313   
0601LUC1N       20190101003455100000005000 0100079970002313   
0601LUC1N       20190101003460100000005000 0100080110002314   
0601LUC1N       20190101003465100000005000 0100080280002315   
0601LUC1N       20190101003470100000005000 0100080410002316   
0601LUC1N       20190101003475100000005000 0100080550002316   
0601LUC1N       20190101003480100000005000 0100080710002318   
0601LUC1N       20190101003485100000005000 0100080850002318   
0601LUC1N       20190101003490100000005000 0100080990002319   
0601LUC1N       20190101003495100000005000 0100081150002320   
0601LUC1N       20190101003500100000005000 0100081290002321   
0601LUC1N       20190101003505100000005000 0100081430002322   
0601LUC1N       20190101003510100000005000 0100081590002323   
0601LUC1N       20190101003515100000005000 0100081730002324   
0601LUC1N       20190101003520100000005000 0100081870002324   
0601LUC1N       20190101003525100000005000 0100082030002325   
0601LUC1N       20190101003530100000005000 0100082170002326   
0601LUC1N       20190101003535100000005000 0100082310002327   
0601LUC1N       20190101003540100000005000 0100082470002328   
0601LUC1N       20190101003545100000005000 0100082610002329   
0601LUC1N       20190101003550100000005000 0100082740002329   
0601LUC1N       20190101003555100000005000 0100082910002331   
0601LUC1N       20190101003560100000005000 0100083050002331   
0601LUC1N       20190101003565100000005000 0100083180002332   
0601LUC1N       20190101003570100000005000 0100083350002333   
0601LUC1N       20190101003575100000005000 0100083490002334   
0601LUC1N       20190101003580100000005000 0100083620002334   
0601LUC1N       20190101003585100000005000 0100083790002336   
0601LUC1N       20190101003590100000005000 0100083920002336   
0601LUC1N       20190101003595100000005000 0100084060002337   
0601LUC1N       20190101003600100000005000 0100084230002338   
0601LUC1N       20190101003605100000005000 0100084360002338   
0601LUC1N       20190101003610100000005000 0100084500002339   
0601LUC1N       20190101003615100000005000 0100084670002341   
0601LUC1N       20190101003620100000005000 0100084800002341   
0601LUC1N       20190101003625100000005000 0100084940002342   
0601LUC1N       20190101003630100000005000 0100085110002343   
0601LUC1N       20190101003635100000005000 0100085240002343   
0601LUC1N       20190101003640100000005000 0100085380002344   
0601LUC1N       20190101003645100000005000 0100085540002345   
0601LUC1N       20190101003650100000005000 0100085680002346   
0601LUC1N       20190101003655100000005000 0100085820002346   
0601LUC1N       20190101003660100000005000 0100085980002348   
0601LUC1N       20190101003665100000005000 0100086120002348   
0601LUC1N       20190101003670100000005000 0100086260002349   
0601LUC1N       20190101003675100000005000 0100086420002350   
0601LUC1N       20190101003680100000005000 0100086560002351   
0601LUC1N       20190101003685100000005000 0100086700002351   
0601LUC1N       20190101003690100000005000 0100086860002352   
0601LUC1N       20190101003695100000005000 0100087000002353   
0601LUC1N       20190101003700100000005000 0100087140002354   
0601LUC1N       20190101003705100000005000 0100087290002354   
0601LUC1N       20190101003710100000005000 0100087440002355   
0601LUC1N       20190101003715100000005000 0100087580002356   
0601LUC1N       20190101003720100000005000 0100087730002357   
0601LUC1N       20190101003725100000005000 0100087880002358   
0601LUC1N       20190101003730100000005000 0100088020002358   
0601LUC1N       20190101003735100000005000 0100088170002359   
0601LUC1N       20190101003740100000005000 0100088320002360   
0601LUC1N       20190101003745100000005000 0100088460002361   
0601LUC1N       20190101003750100000005000 0100088610002361   
0601LUC1N       20190101003755100000005000 0100088760002362   
0601LUC1N       20190101003760100000005000 0100088900002363   
0601LUC1N       20190101003765100000005000 0100089050002364   
0601LUC1N       20190101003770100000005000 0100089200002364   
0601LUC1N       20190101003775100000005000 0100089340002365   
0601LUC1N       20190101003780100000005000 0100089490002366   
0601LUC1N       20190101003785100000005000 0100089640002367   
0601LUC1N       20190101003790100000005000 0100089780002367   
0601LUC1N       20190101003795100000005000 0100089920002368   
0601LUC1N       20190101003800100000005000 0100090080002369   
0601LUC1N       20190101003805100000005000 0100090220002370   
0601LUC1N       20190101003810100000005000 0100090360002370   
0601LUC1N       20190101003815100000005000 0100090520002371   
0601LUC1N       20190101003820100000005000 0100090660002372   
0601LUC1N       20190101003825100000005000 0100090800002372   
0601LUC1N       20190101003830100000005000 0100090960002373   
0601LUC1N       20190101003835100000005000 0100091100002374   
0601LUC1N       20190101003840100000005000 0100091240002374   
0601LUC1N       20190101003845100000005000 0100091400002376   
0601LUC1N       20190101003850100000005000 0100091540002376   
0601LUC1N       20190101003855100000005000 0100091680002377   
0601LUC1N       20190101003860100000005000 0100091840002378   
0601LUC1N       20190101003865100000005000 0100091980002378   
0601LUC1N       20190101003870100000005000 0100092120002379   
0601LUC1N       20190101003875100000005000 0100092280002380   
0601LUC1N       20190101003880100000005000 0100092420002380   
0601LUC1N       20190101003885100000005000 0100092560002381   
0601LUC1N       20190101003890100000005000 0100092720002382   
0601LUC1N       20190101003895100000005000 0100092860002383   
0601LUC1N       20190101003900100000005000 0100093000002383   
0601LUC1N       20190101003905100000005000 0100093160002384   
0601LUC1N       20190101003910100000005000 0100093300002385   
0601LUC1N       20190101003915100000005000 0100093440002385   
0601LUC1N       20190101003920100000005000 0100093600002386   
0601LUC1N       20190101003925100000005000 0100093740002387   
0601LUC1N       20190101003930100000005000 0100093880002387   
0601LUC1N       20190101003935100000005000 0100094040002388   
0601LUC1N       20190101003940100000005000 0100094180002389   
0601LUC1N       20190101003945100000005000 0100094320002389   
0601LUC1N       20190101003950100000005000 0100094480002390   
0601LUC1N       20190101003955100000005000 0100094620002391   
0601LUC1N       20190101003960100000005000 0100094760002391   
